,Instrument,ESG Score,Date,Environmental Pillar Score,Governance Pillar Score,Social Pillar Score,Carbon Credit,Carbon Offsets/Credits,Internal Carbon Price per Tonne Score Score,Women Managers,Women Employees,Gender Pay Gap Percentage,Water Recycled,Water Recycled Score,Energy Use Total,Policy Energy Efficiency,Waste Total,Waste Recycled Total
0,24CSm.BK,,,,,,,,,,,,,,,,,
1,24CSmf.BK,,,,,,,,,,,,,,,,,
2,24CSmol.BK,,,,,,,,,,,,,,,,,
3,24CSmva.BK,,,,,,,,,,,,,,,,,
4,2S.BK,,,,,,,,,,,,,,,,,
5,2Sf.BK,,,,,,,,,,,,,,,,,
6,2Sol.BK,,,,,,,,,,,,,,,,,
7,2Sva.BK,,,,,,,,,,,,,,,,,
8,3BBIFu.BK,,,,,,,,,,,,,,,,,
9,3BBIFuol.BK,,,,,,,,,,,,,,,,,
10,3BBIFuss.BK,,,,,,,,,,,,,,,,,
11,3BBIFuva.BK,,,,,,,,,,,,,,,,,
12,3K-BAT.BK,,,,,,,,,,,,,,,,,
13,3K-BATol.BK,,,,,,,,,,,,,,,,,
14,3K-BATva.BK,,,,,,,,,,,,,,,,,
15,3K-BATz.BK,,,,,,,,,,,,,,,,,
16,7UP.BK,,,,,,,,,,,,,,,,,
17,7UPf.BK,,,,,,,,,,,,,,,,,
18,7UPol.BK,,,,,,,,,,,,,,,,,
19,7UPss.BK,,,,,,,,,,,,,,,,,
20,7UPva.BK,,,,,,,,,,,,,,,,,
2559,ILMf.BK,,,,,,,,,,,,,,,,,
2560,ILMol.BK,,,,,,,,,,,,,,,,,
2561,ILMss.BK,,,,,,,,,,,,,,,,,
2562,ILMva.BK,,,,,,,,,,,,,,,,,
2563,IMHm.BK,,,,,,,,,,,,,,,,,
2564,IMHmf.BK,,,,,,,,,,,,,,,,,
2565,IMHmol.BK,,,,,,,,,,,,,,,,,
2566,IMHmva.BK,,,,,,,,,,,,,,,,,
2567,INDm.BK,,,,,,,,,,,,,,,,,
2568,INDmf.BK,,,,,,,,,,,,,,,,,
2569,INDmol.BK,,,,,,,,,,,,,,,,,
2570,INDmva.BK,,,,,,,,,,,,,,,,,
2571,INET.BK,,,,,,,,,,,,,,,,,
2572,INETf.BK,,,,,,,,,,,,,,,,,
2573,INETol.BK,,,,,,,,,,,,,,,,,
2574,INETva.BK,,,,,,,,,,,,,,,,,
2575,INGRS.BK,,,,,,,,,,,,,,,,,
2576,INGRSol.BK,,,,,,,,,,,,,,,,,
2577,INGRSva.BK,,,,,,,,,,,,,,,,,
2578,INGRSz.BK,,,,,,,,,,,,,,,,,
2579,INOX.BK,,,,,,,,,,,,,,,,,
2580,INOXol.BK,,,,,,,,,,,,,,,,,
2581,INOXva.BK,,,,,,,,,,,,,,,,,
2582,INOXz.BK,,,,,,,,,,,,,,,,,
2583,INSET.BK,,,,,,,,,,,,,,,,,
2584,INSETf.BK,,,,,,,,,,,,,,,,,
2585,INSETol.BK,,,,,,,,,,,,,,,,,
2586,INSETva.BK,,,,,,,,,,,,,,,,,
2587,INSURE.BK,,,,,,,,,,,,,,,,,
2588,INSUREf.BK,,,,,,,,,,,,,,,,,
2589,INSUREol.BK,,,,,,,,,,,,,,,,,
2590,INSUREva.BK,,,,,,,,,,,,,,,,,
2591,INTUCH.BK,48.6801780274578,2018-12-31,15.2223659337379,76.2222222222222,47.7372697556454,,,,,58.904,,,,915.84,True,,
2592,INTUCH.BK,46.6560220201563,2019-12-31,13.2461174334533,70.2637714444792,47.6564982987902,,,,,57.377,82.645,,,942.408,True,,
2593,INTUCH.BK,45.07270308467,2020-12-31,23.7526343342685,56.0358908231249,47.7563476681423,,,,,55.738,76.336,,,840.528,True,0.998,0.459
2594,INTUCH.BK,44.2820924022033,2021-12-31,16.3387546524013,65.4260178335466,44.4213556482721,,,,,60.0,84.746,,,555.84,True,0.422,
2595,INTUCH.BK,40.3615588449119,2022-12-31,14.7668654116701,66.6548821548822,37.0354355706535,,,,,57.143,84.746,,,288.14,True,,
2596,INTUCHf.BK,48.6801780274578,2018-12-31,15.2223659337379,76.2222222222222,47.7372697556454,,,,,58.904,,,,915.84,True,,
2597,INTUCHf.BK,46.6560220201563,2019-12-31,13.2461174334533,70.2637714444792,47.6564982987902,,,,,57.377,82.645,,,942.408,True,,
2598,INTUCHf.BK,45.07270308467,2020-12-31,23.7526343342685,56.0358908231249,47.7563476681423,,,,,55.738,76.336,,,840.528,True,0.998,0.459
2599,INTUCHf.BK,44.2820924022033,2021-12-31,16.3387546524013,65.4260178335466,44.4213556482721,,,,,60.0,84.746,,,555.84,True,0.422,
2600,INTUCHf.BK,40.3615588449119,2022-12-31,14.7668654116701,66.6548821548822,37.0354355706535,,,,,57.143,84.746,,,288.14,True,,
2601,INTUCHol.BK,48.6801780274578,2018-12-31,15.2223659337379,76.2222222222222,47.7372697556454,,,,,58.904,,,,915.84,True,,
2602,INTUCHol.BK,46.6560220201563,2019-12-31,13.2461174334533,70.2637714444792,47.6564982987902,,,,,57.377,82.645,,,942.408,True,,
2603,INTUCHol.BK,45.07270308467,2020-12-31,23.7526343342685,56.0358908231249,47.7563476681423,,,,,55.738,76.336,,,840.528,True,0.998,0.459
2604,INTUCHol.BK,44.2820924022033,2021-12-31,16.3387546524013,65.4260178335466,44.4213556482721,,,,,60.0,84.746,,,555.84,True,0.422,
2605,INTUCHol.BK,40.3615588449119,2022-12-31,14.7668654116701,66.6548821548822,37.0354355706535,,,,,57.143,84.746,,,288.14,True,,
2606,INTUCHss.BK,48.6801780274578,2018-12-31,15.2223659337379,76.2222222222222,47.7372697556454,,,,,58.904,,,,915.84,True,,
2607,INTUCHss.BK,46.6560220201563,2019-12-31,13.2461174334533,70.2637714444792,47.6564982987902,,,,,57.377,82.645,,,942.408,True,,
2608,INTUCHss.BK,45.07270308467,2020-12-31,23.7526343342685,56.0358908231249,47.7563476681423,,,,,55.738,76.336,,,840.528,True,0.998,0.459
2609,INTUCHss.BK,44.2820924022033,2021-12-31,16.3387546524013,65.4260178335466,44.4213556482721,,,,,60.0,84.746,,,555.84,True,0.422,
2610,INTUCHss.BK,40.3615588449119,2022-12-31,14.7668654116701,66.6548821548822,37.0354355706535,,,,,57.143,84.746,,,288.14,True,,
2611,INTUCHva.BK,48.6801780274578,2018-12-31,15.2223659337379,76.2222222222222,47.7372697556454,,,,,58.904,,,,915.84,True,,
2612,INTUCHva.BK,46.6560220201563,2019-12-31,13.2461174334533,70.2637714444792,47.6564982987902,,,,,57.377,82.645,,,942.408,True,,
2613,INTUCHva.BK,45.07270308467,2020-12-31,23.7526343342685,56.0358908231249,47.7563476681423,,,,,55.738,76.336,,,840.528,True,0.998,0.459
2614,INTUCHva.BK,44.2820924022033,2021-12-31,16.3387546524013,65.4260178335466,44.4213556482721,,,,,60.0,84.746,,,555.84,True,0.422,
2615,INTUCHva.BK,40.3615588449119,2022-12-31,14.7668654116701,66.6548821548822,37.0354355706535,,,,,57.143,84.746,,,288.14,True,,
2616,IPm.BK,,,,,,,,,,,,,,,,,
2617,IPmf.BK,,,,,,,,,,,,,,,,,
2618,IPmol.BK,,,,,,,,,,,,,,,,,
2619,IPmss.BK,,,,,,,,,,,,,,,,,
2620,IPmva.BK,,,,,,,,,,,,,,,,,
2621,IPO-ACOM.BK,,,,,,,,,,,,,,,,,
2622,IPO-BGREITu.BK,,,,,,,,,,,,,,,,,
2623,IPO-BKKGI.BK,,,,,,,,,,,,,,,,,
2624,IPO-BRC.BK,,,,,,,,,,,,,,,,,
2625,IPO-CCM.BK,,,,,,,,,,,,,,,,,
2626,IPO-CMCF.BK,,,,,,,,,,,,,,,,,
2627,IPO-DEE.BK,,,,,,,,,,,,,,,,,
2628,IPO-JSSRm.BK,,,,,,,,,,,,,,,,,
2629,IPO-MKSm.BK,,,,,,,,,,,,,,,,,
2630,IPO-PCL.BK,,,,,,,,,,,,,,,,,
2631,IPO-PPPGC.BK,,,,,,,,,,,,,,,,,
2632,IPO-SCGC.BK,,,,,,,,,,,,,,,,,
2633,IPO-SUNTEC.BK,,,,,,,,,,,,,,,,,
2634,IPO-TTGm.BK,,,,,,,,,,,,,,,,,
2635,IPO-Z.BK,,,,,,,,,,,,,,,,,
2636,IRC.BK,28.9330058582988,2020-09-30,18.0147607608748,42.1588222652052,30.140663224122,,,,26.0,38.0,,650.0,4.54545454545455,286817.0,True,2736.0,1140.0
2637,IRC.BK,46.9679923259979,2021-09-30,45.1440036203342,39.3558489662994,52.9283537545744,,,,26.0,37.0,,,,308597.0,True,2147.0,1496.0
2638,IRC.BK,47.3415529133352,2022-09-30,47.9268077202373,35.9570707070707,53.5360890233947,,,,24.528,37.07,,14164.0,30.4878048780488,321371.0,True,3401.0,2777.0
2639,IRCf.BK,28.9330058582988,2020-09-30,18.0147607608748,42.1588222652052,30.140663224122,,,,26.0,38.0,,650.0,4.54545454545455,286817.0,True,2736.0,1140.0
2640,IRCf.BK,46.9679923259979,2021-09-30,45.1440036203342,39.3558489662994,52.9283537545744,,,,26.0,37.0,,,,308597.0,True,2147.0,1496.0
2641,IRCf.BK,47.3415529133352,2022-09-30,47.9268077202373,35.9570707070707,53.5360890233947,,,,24.528,37.07,,14164.0,30.4878048780488,321371.0,True,3401.0,2777.0
2642,IRCol.BK,28.9330058582988,2020-09-30,18.0147607608748,42.1588222652052,30.140663224122,,,,26.0,38.0,,650.0,4.54545454545455,286817.0,True,2736.0,1140.0
2643,IRCol.BK,46.9679923259979,2021-09-30,45.1440036203342,39.3558489662994,52.9283537545744,,,,26.0,37.0,,,,308597.0,True,2147.0,1496.0
2644,IRCol.BK,47.3415529133352,2022-09-30,47.9268077202373,35.9570707070707,53.5360890233947,,,,24.528,37.07,,14164.0,30.4878048780488,321371.0,True,3401.0,2777.0
2645,IRCPm.BK,,,,,,,,,,,,,,,,,
2646,IRCPmf.BK,,,,,,,,,,,,,,,,,
2647,IRCPmol.BK,,,,,,,,,,,,,,,,,
2648,IRCPmva.BK,,,,,,,,,,,,,,,,,
2649,IRCva.BK,28.9330058582988,2020-09-30,18.0147607608748,42.1588222652052,30.140663224122,,,,26.0,38.0,,650.0,4.54545454545455,286817.0,True,2736.0,1140.0
2650,IRCva.BK,46.9679923259979,2021-09-30,45.1440036203342,39.3558489662994,52.9283537545744,,,,26.0,37.0,,,,308597.0,True,2147.0,1496.0
2651,IRCva.BK,47.3415529133352,2022-09-30,47.9268077202373,35.9570707070707,53.5360890233947,,,,24.528,37.07,,14164.0,30.4878048780488,321371.0,True,3401.0,2777.0
2652,IRPC.BK,59.7395243883559,2015-12-31,61.7365350032421,64.4498910675381,55.45579602517,,,,20.48,15.96,,1007400.0,13.5416666666667,45015597.0,True,34405.0,22377.0
2653,IRPC.BK,66.0861949624722,2016-12-31,69.0215931221119,57.5329175329175,68.468266062706,,,,22.061,16.7,,979477.0,12.2641509433962,50610551.0,True,41704.0,31697.0
2654,IRPC.BK,67.9748647091303,2017-12-31,66.4376854156721,69.8008130081301,68.2151906893579,,,,22.409,17.17,,3110723.0,36.2903225806452,52080051.0,True,54691.0,31560.0
2655,IRPC.BK,68.2756736849952,2018-12-31,72.3084835423197,56.0740740740741,71.8009887243479,,,,23.58,17.234,,,,59020452.0,True,55598.0,32121.0
2656,IRPC.BK,83.4482470602747,2019-12-31,86.6497766603527,77.5978703413717,84.0957984465117,,,,22.705,17.249,,,,58719700.0,True,51275.0,45051.0
2657,IRPC.BK,78.0910448825013,2020-12-31,82.6892924550899,67.8476251880507,80.05328222156,,,,23.681,17.296,,,,57519100.0,True,41751.0,36694.0
2658,IRPC.BK,80.2153496658987,2021-12-31,83.7983282560173,74.8321211932037,80.2872337073128,,,90.3846153846154,23.421,14.935,,,,60044400.0,True,61260.0,51323.0
2659,IRPC.BK,76.5545177178543,2022-12-31,82.1874493592117,60.537037037037,80.9035911422433,,21.0,86.3636363636363,21.604,15.818,,,,47092700.0,True,46141.0,39104.0
2660,IRPCf.BK,59.7395243883559,2015-12-31,61.7365350032421,64.4498910675381,55.45579602517,,,,20.48,15.96,,1007400.0,13.5416666666667,45015597.0,True,34405.0,22377.0
2661,IRPCf.BK,66.0861949624722,2016-12-31,69.0215931221119,57.5329175329175,68.468266062706,,,,22.061,16.7,,979477.0,12.2641509433962,50610551.0,True,41704.0,31697.0
2662,IRPCf.BK,67.9748647091303,2017-12-31,66.4376854156721,69.8008130081301,68.2151906893579,,,,22.409,17.17,,3110723.0,36.2903225806452,52080051.0,True,54691.0,31560.0
2663,IRPCf.BK,68.2756736849952,2018-12-31,72.3084835423197,56.0740740740741,71.8009887243479,,,,23.58,17.234,,,,59020452.0,True,55598.0,32121.0
2664,IRPCf.BK,83.4482470602747,2019-12-31,86.6497766603527,77.5978703413717,84.0957984465117,,,,22.705,17.249,,,,58719700.0,True,51275.0,45051.0
2665,IRPCf.BK,78.0910448825013,2020-12-31,82.6892924550899,67.8476251880507,80.05328222156,,,,23.681,17.296,,,,57519100.0,True,41751.0,36694.0
2666,IRPCf.BK,80.2153496658987,2021-12-31,83.7983282560173,74.8321211932037,80.2872337073128,,,90.3846153846154,23.421,14.935,,,,60044400.0,True,61260.0,51323.0
2667,IRPCf.BK,76.5545177178543,2022-12-31,82.1874493592117,60.537037037037,80.9035911422433,,21.0,86.3636363636363,21.604,15.818,,,,47092700.0,True,46141.0,39104.0
2668,IRPCol.BK,59.7395243883559,2015-12-31,61.7365350032421,64.4498910675381,55.45579602517,,,,20.48,15.96,,1007400.0,13.5416666666667,45015597.0,True,34405.0,22377.0
2669,IRPCol.BK,66.0861949624722,2016-12-31,69.0215931221119,57.5329175329175,68.468266062706,,,,22.061,16.7,,979477.0,12.2641509433962,50610551.0,True,41704.0,31697.0
2670,IRPCol.BK,67.9748647091303,2017-12-31,66.4376854156721,69.8008130081301,68.2151906893579,,,,22.409,17.17,,3110723.0,36.2903225806452,52080051.0,True,54691.0,31560.0
2671,IRPCol.BK,68.2756736849952,2018-12-31,72.3084835423197,56.0740740740741,71.8009887243479,,,,23.58,17.234,,,,59020452.0,True,55598.0,32121.0
2672,IRPCol.BK,83.4482470602747,2019-12-31,86.6497766603527,77.5978703413717,84.0957984465117,,,,22.705,17.249,,,,58719700.0,True,51275.0,45051.0
2673,IRPCol.BK,78.0910448825013,2020-12-31,82.6892924550899,67.8476251880507,80.05328222156,,,,23.681,17.296,,,,57519100.0,True,41751.0,36694.0
2674,IRPCol.BK,80.2153496658987,2021-12-31,83.7983282560173,74.8321211932037,80.2872337073128,,,90.3846153846154,23.421,14.935,,,,60044400.0,True,61260.0,51323.0
2675,IRPCol.BK,76.5545177178543,2022-12-31,82.1874493592117,60.537037037037,80.9035911422433,,21.0,86.3636363636363,21.604,15.818,,,,47092700.0,True,46141.0,39104.0
2676,IRPCss.BK,59.7395243883559,2015-12-31,61.7365350032421,64.4498910675381,55.45579602517,,,,20.48,15.96,,1007400.0,13.5416666666667,45015597.0,True,34405.0,22377.0
2677,IRPCss.BK,66.0861949624722,2016-12-31,69.0215931221119,57.5329175329175,68.468266062706,,,,22.061,16.7,,979477.0,12.2641509433962,50610551.0,True,41704.0,31697.0
2678,IRPCss.BK,67.9748647091303,2017-12-31,66.4376854156721,69.8008130081301,68.2151906893579,,,,22.409,17.17,,3110723.0,36.2903225806452,52080051.0,True,54691.0,31560.0
2679,IRPCss.BK,68.2756736849952,2018-12-31,72.3084835423197,56.0740740740741,71.8009887243479,,,,23.58,17.234,,,,59020452.0,True,55598.0,32121.0
2680,IRPCss.BK,83.4482470602747,2019-12-31,86.6497766603527,77.5978703413717,84.0957984465117,,,,22.705,17.249,,,,58719700.0,True,51275.0,45051.0
2681,IRPCss.BK,78.0910448825013,2020-12-31,82.6892924550899,67.8476251880507,80.05328222156,,,,23.681,17.296,,,,57519100.0,True,41751.0,36694.0
2682,IRPCss.BK,80.2153496658987,2021-12-31,83.7983282560173,74.8321211932037,80.2872337073128,,,90.3846153846154,23.421,14.935,,,,60044400.0,True,61260.0,51323.0
2683,IRPCss.BK,76.5545177178543,2022-12-31,82.1874493592117,60.537037037037,80.9035911422433,,21.0,86.3636363636363,21.604,15.818,,,,47092700.0,True,46141.0,39104.0
2684,IRPCva.BK,59.7395243883559,2015-12-31,61.7365350032421,64.4498910675381,55.45579602517,,,,20.48,15.96,,1007400.0,13.5416666666667,45015597.0,True,34405.0,22377.0
2685,IRPCva.BK,66.0861949624722,2016-12-31,69.0215931221119,57.5329175329175,68.468266062706,,,,22.061,16.7,,979477.0,12.2641509433962,50610551.0,True,41704.0,31697.0
2686,IRPCva.BK,67.9748647091303,2017-12-31,66.4376854156721,69.8008130081301,68.2151906893579,,,,22.409,17.17,,3110723.0,36.2903225806452,52080051.0,True,54691.0,31560.0
2687,IRPCva.BK,68.2756736849952,2018-12-31,72.3084835423197,56.0740740740741,71.8009887243479,,,,23.58,17.234,,,,59020452.0,True,55598.0,32121.0
2688,IRPCva.BK,83.4482470602747,2019-12-31,86.6497766603527,77.5978703413717,84.0957984465117,,,,22.705,17.249,,,,58719700.0,True,51275.0,45051.0
2689,IRPCva.BK,78.0910448825013,2020-12-31,82.6892924550899,67.8476251880507,80.05328222156,,,,23.681,17.296,,,,57519100.0,True,41751.0,36694.0
2690,IRPCva.BK,80.2153496658987,2021-12-31,83.7983282560173,74.8321211932037,80.2872337073128,,,90.3846153846154,23.421,14.935,,,,60044400.0,True,61260.0,51323.0
2691,IRPCva.BK,76.5545177178543,2022-12-31,82.1874493592117,60.537037037037,80.9035911422433,,21.0,86.3636363636363,21.604,15.818,,,,47092700.0,True,46141.0,39104.0
2692,IT.BK,,,,,,,,,,,,,,,,,
2693,ITC.BK,,,,,,,,,,,,,,,,,
2694,ITCf.BK,,,,,,,,,,,,,,,,,
2695,ITCol.BK,,,,,,,,,,,,,,,,,
2696,ITCss.BK,,,,,,,,,,,,,,,,,
2697,ITCva.BK,,,,,,,,,,,,,,,,,
2698,ITD.BK,,,,,,,,,,,,,,,,,
2699,ITDf.BK,,,,,,,,,,,,,,,,,
2700,ITDol.BK,,,,,,,,,,,,,,,,,
2701,ITDss.BK,,,,,,,,,,,,,,,,,
2702,ITDva.BK,,,,,,,,,,,,,,,,,
2703,ITEL.BK,35.8920727312652,2020-12-31,30.2557285417441,24.3552546744036,43.7991163556114,,,,,23.364,,,,,True,,
2704,ITEL.BK,34.2761606959025,2021-12-31,29.7534807850433,23.7839581317435,41.2366213309362,,,,,22.222,,,,,True,,
2705,ITEL.BK,37.2112432592819,2022-12-31,27.9719782473535,35.2592592592593,41.7164390810277,,,,28.571,21.703,,,,,True,,
2706,ITELf.BK,35.8920727312652,2020-12-31,30.2557285417441,24.3552546744036,43.7991163556114,,,,,23.364,,,,,True,,
2707,ITELf.BK,34.2761606959025,2021-12-31,29.7534807850433,23.7839581317435,41.2366213309362,,,,,22.222,,,,,True,,
2708,ITELf.BK,37.2112432592819,2022-12-31,27.9719782473535,35.2592592592593,41.7164390810277,,,,28.571,21.703,,,,,True,,
2709,ITELol.BK,35.8920727312652,2020-12-31,30.2557285417441,24.3552546744036,43.7991163556114,,,,,23.364,,,,,True,,
2710,ITELol.BK,34.2761606959025,2021-12-31,29.7534807850433,23.7839581317435,41.2366213309362,,,,,22.222,,,,,True,,
2711,ITELol.BK,37.2112432592819,2022-12-31,27.9719782473535,35.2592592592593,41.7164390810277,,,,28.571,21.703,,,,,True,,
2712,ITELss.BK,35.8920727312652,2020-12-31,30.2557285417441,24.3552546744036,43.7991163556114,,,,,23.364,,,,,True,,
2713,ITELss.BK,34.2761606959025,2021-12-31,29.7534807850433,23.7839581317435,41.2366213309362,,,,,22.222,,,,,True,,
2714,ITELss.BK,37.2112432592819,2022-12-31,27.9719782473535,35.2592592592593,41.7164390810277,,,,28.571,21.703,,,,,True,,
2715,ITELva.BK,35.8920727312652,2020-12-31,30.2557285417441,24.3552546744036,43.7991163556114,,,,,23.364,,,,,True,,
2716,ITELva.BK,34.2761606959025,2021-12-31,29.7534807850433,23.7839581317435,41.2366213309362,,,,,22.222,,,,,True,,
2717,ITELva.BK,37.2112432592819,2022-12-31,27.9719782473535,35.2592592592593,41.7164390810277,,,,28.571,21.703,,,,,True,,
2718,ITf.BK,,,,,,,,,,,,,,,,,
2719,ITNSm.BK,,,,,,,,,,,,,,,,,
2720,ITNSmf.BK,,,,,,,,,,,,,,,,,
2721,ITNSmol.BK,,,,,,,,,,,,,,,,,
2722,ITNSmva.BK,,,,,,,,,,,,,,,,,
2723,ITol.BK,,,,,,,,,,,,,,,,,
2724,ITTHIm.BK,,,,,,,,,,,,,,,,,
2725,ITTHImf.BK,,,,,,,,,,,,,,,,,
2726,ITTHImol.BK,,,,,,,,,,,,,,,,,
2727,ITTHImva.BK,,,,,,,,,,,,,,,,,
2728,ITva.BK,,,,,,,,,,,,,,,,,
2729,IVL.BK,63.4267922484319,2015-12-31,58.4805152374376,58.2080610021786,71.6638011462082,,,,27.661,21.666,,4528472.0,32.7586206896552,41467851.0,True,117959.0,67162.0
2730,IVL.BK,61.3999723378458,2016-12-31,50.9986185013881,59.3739893739894,73.4403246443628,,,,27.813,22.0,,3053241.0,34.8484848484849,51219219.0,True,147748.0,54637.0
2731,IVL.BK,63.0243777357529,2017-12-31,52.3873313983842,60.8821138211382,75.3790932764541,,,,27.97,22.053,,4699568.0,32.8947368421053,55070650.0,True,164152.0,85066.0
2732,IVL.BK,70.3821102774087,2018-12-31,70.9584017991051,56.2222222222222,78.1379107562092,,,,34.589,21.342,,5292534.0,34.6153846153846,59984717.0,True,170949.0,98017.0
2733,IVL.BK,67.8694525568608,2019-12-31,70.7372793613672,48.4848801197063,76.3194660481881,,,,35.081,21.797,,5255856.0,36.046511627907,73452756.0,True,317448.0,227321.0
2734,IVL.BK,72.175031575733,2020-12-31,73.0448260345674,53.09370298732,82.529275864274,,,,35.08,22.0,,5786160.0,39.3617021276596,111046000.0,True,314826.0,220857.0
2735,IVL.BK,70.1229816203888,2021-12-31,71.5350558298285,61.7755511856083,73.5770730291059,,,,,21.347,,5555470.0,39.0909090909091,115584000.0,True,411798.0,317948.0
2736,IVL.BK,73.4046209762152,2022-12-31,70.9171820112654,58.5159932659933,84.7848130375069,,,,35.081,23.506,,6739270.0,31.7567567567568,122147000.0,True,463914.0,212702.0
2737,IVLol.BK,63.4267922484319,2015-12-31,58.4805152374376,58.2080610021786,71.6638011462082,,,,27.661,21.666,,4528472.0,32.7586206896552,41467851.0,True,117959.0,67162.0
2738,IVLol.BK,61.3999723378458,2016-12-31,50.9986185013881,59.3739893739894,73.4403246443628,,,,27.813,22.0,,3053241.0,34.8484848484849,51219219.0,True,147748.0,54637.0
2739,IVLol.BK,63.0243777357529,2017-12-31,52.3873313983842,60.8821138211382,75.3790932764541,,,,27.97,22.053,,4699568.0,32.8947368421053,55070650.0,True,164152.0,85066.0
2740,IVLol.BK,70.3821102774087,2018-12-31,70.9584017991051,56.2222222222222,78.1379107562092,,,,34.589,21.342,,5292534.0,34.6153846153846,59984717.0,True,170949.0,98017.0
2741,IVLol.BK,67.8694525568608,2019-12-31,70.7372793613672,48.4848801197063,76.3194660481881,,,,35.081,21.797,,5255856.0,36.046511627907,73452756.0,True,317448.0,227321.0
2742,IVLol.BK,72.175031575733,2020-12-31,73.0448260345674,53.09370298732,82.529275864274,,,,35.08,22.0,,5786160.0,39.3617021276596,111046000.0,True,314826.0,220857.0
2743,IVLol.BK,70.1229816203888,2021-12-31,71.5350558298285,61.7755511856083,73.5770730291059,,,,,21.347,,5555470.0,39.0909090909091,115584000.0,True,411798.0,317948.0
2744,IVLol.BK,73.4046209762152,2022-12-31,70.9171820112654,58.5159932659933,84.7848130375069,,,,35.081,23.506,,6739270.0,31.7567567567568,122147000.0,True,463914.0,212702.0
2745,IVLss.BK,63.4267922484319,2015-12-31,58.4805152374376,58.2080610021786,71.6638011462082,,,,27.661,21.666,,4528472.0,32.7586206896552,41467851.0,True,117959.0,67162.0
2746,IVLss.BK,61.3999723378458,2016-12-31,50.9986185013881,59.3739893739894,73.4403246443628,,,,27.813,22.0,,3053241.0,34.8484848484849,51219219.0,True,147748.0,54637.0
2747,IVLss.BK,63.0243777357529,2017-12-31,52.3873313983842,60.8821138211382,75.3790932764541,,,,27.97,22.053,,4699568.0,32.8947368421053,55070650.0,True,164152.0,85066.0
2748,IVLss.BK,70.3821102774087,2018-12-31,70.9584017991051,56.2222222222222,78.1379107562092,,,,34.589,21.342,,5292534.0,34.6153846153846,59984717.0,True,170949.0,98017.0
2749,IVLss.BK,67.8694525568608,2019-12-31,70.7372793613672,48.4848801197063,76.3194660481881,,,,35.081,21.797,,5255856.0,36.046511627907,73452756.0,True,317448.0,227321.0
2750,IVLss.BK,72.175031575733,2020-12-31,73.0448260345674,53.09370298732,82.529275864274,,,,35.08,22.0,,5786160.0,39.3617021276596,111046000.0,True,314826.0,220857.0
2751,IVLss.BK,70.1229816203888,2021-12-31,71.5350558298285,61.7755511856083,73.5770730291059,,,,,21.347,,5555470.0,39.0909090909091,115584000.0,True,411798.0,317948.0
2752,IVLss.BK,73.4046209762152,2022-12-31,70.9171820112654,58.5159932659933,84.7848130375069,,,,35.081,23.506,,6739270.0,31.7567567567568,122147000.0,True,463914.0,212702.0
2753,IVLva.BK,63.4267922484319,2015-12-31,58.4805152374376,58.2080610021786,71.6638011462082,,,,27.661,21.666,,4528472.0,32.7586206896552,41467851.0,True,117959.0,67162.0
2754,IVLva.BK,61.3999723378458,2016-12-31,50.9986185013881,59.3739893739894,73.4403246443628,,,,27.813,22.0,,3053241.0,34.8484848484849,51219219.0,True,147748.0,54637.0
2755,IVLva.BK,63.0243777357529,2017-12-31,52.3873313983842,60.8821138211382,75.3790932764541,,,,27.97,22.053,,4699568.0,32.8947368421053,55070650.0,True,164152.0,85066.0
2756,IVLva.BK,70.3821102774087,2018-12-31,70.9584017991051,56.2222222222222,78.1379107562092,,,,34.589,21.342,,5292534.0,34.6153846153846,59984717.0,True,170949.0,98017.0
2757,IVLva.BK,67.8694525568608,2019-12-31,70.7372793613672,48.4848801197063,76.3194660481881,,,,35.081,21.797,,5255856.0,36.046511627907,73452756.0,True,317448.0,227321.0
2758,IVLva.BK,72.175031575733,2020-12-31,73.0448260345674,53.09370298732,82.529275864274,,,,35.08,22.0,,5786160.0,39.3617021276596,111046000.0,True,314826.0,220857.0
2759,IVLva.BK,70.1229816203888,2021-12-31,71.5350558298285,61.7755511856083,73.5770730291059,,,,,21.347,,5555470.0,39.0909090909091,115584000.0,True,411798.0,317948.0
2760,IVLva.BK,73.4046209762152,2022-12-31,70.9171820112654,58.5159932659933,84.7848130375069,,,,35.081,23.506,,6739270.0,31.7567567567568,122147000.0,True,463914.0,212702.0
2761,IVLz.BK,63.4267922484319,2015-12-31,58.4805152374376,58.2080610021786,71.6638011462082,,,,27.661,21.666,,4528472.0,32.7586206896552,41467851.0,True,117959.0,67162.0
2762,IVLz.BK,61.3999723378458,2016-12-31,50.9986185013881,59.3739893739894,73.4403246443628,,,,27.813,22.0,,3053241.0,34.8484848484849,51219219.0,True,147748.0,54637.0
2763,IVLz.BK,63.0243777357529,2017-12-31,52.3873313983842,60.8821138211382,75.3790932764541,,,,27.97,22.053,,4699568.0,32.8947368421053,55070650.0,True,164152.0,85066.0
2764,IVLz.BK,70.3821102774087,2018-12-31,70.9584017991051,56.2222222222222,78.1379107562092,,,,34.589,21.342,,5292534.0,34.6153846153846,59984717.0,True,170949.0,98017.0
2765,IVLz.BK,67.8694525568608,2019-12-31,70.7372793613672,48.4848801197063,76.3194660481881,,,,35.081,21.797,,5255856.0,36.046511627907,73452756.0,True,317448.0,227321.0
